"movieId","title","genre","avgRating","numRatings","isPopular"
"1355","Infinity (1996)","Drama","2.67","6","Yes"
"1356","Ed's Next Move (1996)","Comedy","2.67","3","Yes"
"1357","For the Moment (1994)","Romance,War","2.67","3","Yes"
"1358","The Deadly Cure (1996)","Action","3.00","2","Yes"
"1359","Boys in Venice (1996)","Drama","1.00","2","Yes"
"136","Mr. Smith Goes to Washington (1939)","Drama","4.12","105","Yes"
"1360","Sexual Life of the Belgians, The (1994)","Comedy","1.50","2","Yes"
"1361","Search for One-eye Jimmy, The (1996)","Comedy","2.67","3","Yes"
"1362","American Strays (1996)","Action","2.00","2","Yes"
"1363","Leopard Son, The (1996)","Documentary","1.00","1","Yes"
"1364","Bird of Prey (1996)","Action","1.00","1","Yes"
"1365","Johnny 100 Pesos (1993)","Action,Drama","1.50","2","Yes"
"1366","JLG/JLG - autoportrait de d�cembre (1994)","Documentary,Drama","1.00","1","Yes"
"1367","Faust (1994)","Animation","4.20","5","Yes"
"1368","Mina Tannenbaum (1994)","Drama","3.67","6","Yes"
"1369","Forbidden Christ, The (Cristo proibito, Il) (1950)","Drama","2.75","4","Yes"
"137","Big Night (1996)","Drama","3.90","171","Yes"
"1370","I Can't Sleep (J'ai pas sommeil) (1994)","Drama,Thriller","2.67","3","Yes"
"1371","Machine, The (1994)","Comedy,Horror","1.50","2","Yes"
"1372","Stranger, The (1994)","Action","3.00","3","Yes"
"1373","Good Morning (1971)","unknown","1.00","1","Yes"
"1374","Falling in Love Again (1980)","Comedy","1.00","2","Yes"
"1375","Cement Garden, The (1993)","Drama","3.60","10","Yes"
"1376","Meet Wally Sparks (1997)","Comedy","2.14","7","Yes"
"1377","Hotel de Love (1996)","Comedy,Romance","3.25","4","Yes"
"1378","Rhyme & Reason (1997)","Documentary","2.20","5","Yes"
"1379","Love and Other Catastrophes (1996)","Romance","2.86","7","Yes"
"138","D3: The Mighty Ducks (1996)","Children's,Comedy","2.58","19","Yes"
"1380","Hollow Reed (1996)","Drama","2.33","6","Yes"
"1381","Losing Chase (1996)","Drama","3.25","8","Yes"
"1382","Bonheur, Le (1965)","Drama","2.00","4","Yes"
"1383","Second Jungle Book: Mowgli & Baloo, The (1997)","Adventure,Children's","2.00","6","Yes"
"1384","Squeeze (1996)","Drama","1.67","3","Yes"
"1385","Roseanna's Grave (For Roseanna) (1997)","Comedy,Romance","2.80","5","Yes"
"1386","Tetsuo II: Body Hammer (1992)","Sci-Fi","2.67","6","Yes"
"1387","Fall (1997)","Romance","2.00","3","Yes"
"1388","Gabbeh (1996)","Drama","3.33","6","Yes"
"1389","Mondo (1996)","Drama","3.00","3","Yes"
"139","Love Bug, The (1969)","Children's,Comedy","2.78","50","Yes"
"1390","Innocent Sleep, The (1995)","Crime","2.00","2","Yes"
"1391","For Ever Mozart (1996)","Drama","2.00","3","Yes"
"1392","Locusts, The (1997)","Drama","2.00","5","Yes"
"1393","Stag (1997)","Action,Thriller","2.11","9","Yes"
"1394","Swept from the Sea (1997)","Romance","2.43","7","Yes"
"1395","Hurricane Streets (1998)","Drama","2.33","6","Yes"
"1396","Stonewall (1995)","Drama","4.20","5","Yes"
"1397","Of Human Bondage (1934)","Drama","3.20","5","Yes"
"1398","Anna (1996)","Drama","4.50","2","Yes"
"1399","Stranger in the House (1997)","Thriller","2.43","7","Yes"
"14","Postino, Il (1994)","Drama,Romance","3.97","183","Yes"
"140","Homeward Bound: The Incredible Journey (1993)","Adventure,Children's","3.21","61","Yes"
"1400","Picture Bride (1995)","Drama,Romance","3.10","10","Yes"
"1401","M. Butterfly (1993)","Drama","3.22","18","Yes"
"1402","Ciao, Professore! (1993)","Drama","2.75","4","Yes"
"1403","Caro Diario (Dear Diary) (1994)","Comedy,Drama","2.75","4","Yes"
"1404","Withnail and I (1987)","Comedy","3.23","13","Yes"
"1405","Boy's Life 2 (1997)","Drama","3.33","6","Yes"
"1406","When Night Is Falling (1995)","Drama,Romance","3.40","5","Yes"
"1407","Specialist, The (1994)","Action","2.25","20","Yes"
"1408","Gordy (1995)","Comedy","1.00","3","Yes"
"1409","Swan Princess, The (1994)","Animation,Children's","2.86","7","Yes"
"141","20,000 Leagues Under the Sea (1954)","Adventure,Children's,Fantasy,Sci-Fi","3.50","72","Yes"
"1410","Harlem (1993)","Drama","2.75","4","Yes"
"1411","Barbarella (1968)","Adventure,Sci-Fi","2.57","28","Yes"
"1412","Land Before Time III: The Time of the Great Giving (1995) (V)","Animation,Children's","1.67","6","Yes"
"1413","Street Fighter (1994)","Action","2.75","8","Yes"
"1414","Coldblooded (1995)","Action","2.00","1","Yes"
"1415","Next Karate Kid, The (1994)","Action,Children's","2.44","9","Yes"
"1416","No Escape (1994)","Action,Sci-Fi","2.40","5","Yes"
"1417","Turning, The (1992)","Drama","2.50","2","Yes"
"1418","Joy Luck Club, The (1993)","Drama","3.67","3","Yes"
"1419","Highlander III: The Sorcerer (1994)","Action,Sci-Fi","2.13","16","Yes"
"142","Bedknobs and Broomsticks (1971)","Adventure,Children's,Musical","3.07","57","Yes"
"1420","Gilligan's Island: The Movie (1998)","Comedy","1.33","3","Yes"
"1421","My Crazy Life (Mi vida loca) (1993)","Drama","3.18","11","Yes"
"1422","Suture (1993)","Film-Noir,Thriller","2.25","4","Yes"
"1423","Walking Dead, The (1995)","Drama,War","2.25","4","Yes"
"1424","I Like It Like That (1994)","Comedy,Drama,Romance","2.33","3","Yes"
"1425","I'll Do Anything (1994)","Comedy,Drama","2.60","10","Yes"
"1426","Grace of My Heart (1996)","Comedy,Drama","3.25","8","Yes"
"1427","Drunks (1995)","Drama","2.80","5","Yes"
"1428","SubUrbia (1997)","Comedy","3.67","12","Yes"
"1429","Sliding Doors (1998)","Drama,Romance","2.75","4","Yes"
"143","Sound of Music, The (1965)","Musical","3.77","222","Yes"
"1430","Ill Gotten Gains (1997)","Drama","2.33","3","Yes"
"1431","Legal Deceit (1997)","Thriller","3.40","5","Yes"
"1432","Mighty, The (1998)","Drama","1.00","3","Yes"
"1433","Men of Means (1998)","Action,Drama","2.00","2","Yes"
"1434","Shooting Fish (1997)","Romance","2.50","10","Yes"
"1435","Steal Big, Steal Little (1995)","Comedy","2.57","7","Yes"
"1436","Mr. Jones (1993)","Drama,Romance","2.50","2","Yes"
"1437","House Party 3 (1994)","Comedy","2.00","9","Yes"
"1438","Panther (1995)","Drama","2.40","5","Yes"
"1439","Jason's Lyric (1994)","Crime,Drama","3.00","8","Yes"
"144","Die Hard (1988)","Action,Thriller","3.87","243","Yes"
"1440","Above the Rim (1994)","Drama","3.00","5","Yes"
"1441","Moonlight and Valentino (1995)","Drama,Romance","2.57","7","Yes"
"1442","Scarlet Letter, The (1995)","Drama","2.40","5","Yes"
"1443","8 Seconds (1994)","Drama","3.75","4","Yes"
"1444","That Darn Cat! (1965)","Children's,Comedy,Mystery","2.47","19","Yes"
"1445","Ladybird Ladybird (1994)","Drama","2.75","4","Yes"
"1446","Bye Bye, Love (1995)","Comedy","3.13","15","Yes"
"1447","Century (1993)","Drama","3.00","1","Yes"
"1448","My Favorite Season (1993)","Drama","3.67","3","Yes"
"1449","Pather Panchali (1955)","Drama","4.63","8","Yes"
"145","Lawnmower Man, The (1992)","Action,Sci-Fi,Thriller","2.45","65","Yes"
"1450","Golden Earrings (1947)","Adventure,Romance","4.00","2","Yes"
"1451","Foreign Correspondent (1940)","Thriller","3.87","15","Yes"
"1452","Lady of Burlesque (1943)","Comedy,Mystery","4.00","1","Yes"
"1453","Angel on My Shoulder (1946)","Crime,Drama","2.00","1","Yes"
"1454","Angel and the Badman (1947)","Unknown","3.00","6","Yes"
"1455","Outlaw, The (1943)","Unknown","2.50","2","Yes"
"1456","Beat the Devil (1954)","Comedy,Drama","3.71","7","Yes"
"1457","Love Is All There Is (1996)","Comedy,Drama","3.00","1","Yes"
"1458","Damsel in Distress, A (1937)","Comedy,Musical,Romance","4.00","1","Yes"
"1459","Madame Butterfly (1995)","Musical","3.57","7","Yes"
"146","Unhook the Stars (1996)","Drama","2.50","10","Yes"
"1460","Sleepover (1995)","Comedy,Drama","3.00","1","Yes"
"1461","Here Comes Cookie (1935)","Comedy","2.00","1","Yes"
"1462","Thieves (Voleurs, Les) (1996)","Crime,Drama,Romance","3.71","7","Yes"
"1463","Boys, Les (1997)","Comedy","3.33","3","Yes"
"1464","Stars Fell on Henrietta, The (1995)","Drama","2.33","3","Yes"
"1465","Last Summer in the Hamptons (1995)","Comedy,Drama","2.33","3","Yes"
"1466","Margaret's Museum (1995)","Drama","4.00","6","Yes"
"1467","Saint of Fort Washington, The (1993)","Drama","5.00","2","Yes"
"1468","Cure, The (1995)","Drama","3.33","6","Yes"
"1469","Tom and Huck (1995)","Adventure,Children's","3.17","12","Yes"
"147","Long Kiss Goodnight, The (1996)","Action,Thriller","3.47","185","Yes"
"1470","Gumby: The Movie (1995)","Animation,Children's","2.60","5","Yes"
"1471","Hideaway (1995)","Thriller","2.44","9","Yes"
"1472","Visitors, The (Visiteurs, Les) (1993)","Comedy,Sci-Fi","3.50","2","Yes"
"1473","Little Princess, The (1939)","Children's,Drama","3.56","9","Yes"
"1474","Nina Takes a Lover (1994)","Comedy,Romance","2.83","6","Yes"
"1475","Bhaji on the Beach (1993)","Comedy,Drama","2.88","8","Yes"
"1476","Raw Deal (1948)","Film-Noir","2.00","1","Yes"
"1477","Nightwatch (1997)","Horror,Thriller","2.50","2","Yes"
"1478","Dead Presidents (1995)","Action,Crime,Drama","2.72","18","Yes"
"1479","Reckless (1995)","Comedy","2.75","8","Yes"
"148","Ghost and the Darkness, The (1996)","Action,Adventure","3.20","128","Yes"
"1480","Herbie Rides Again (1974)","Adventure,Children's,Comedy","2.27","11","Yes"
"1481","S.F.W. (1994)","Drama","3.00","2","Yes"
"1482","Gate of Heavenly Peace, The (1995)","Documentary","4.00","1","Yes"
"1483","Man in the Iron Mask, The (1998)","Action,Drama,Romance","3.42","12","Yes"
"1484","Jerky Boys, The (1994)","Action,Comedy","2.67","3","Yes"
"1485","Colonel Chabert, Le (1994)","Drama,Romance,War","3.50","4","Yes"
"1486","Girl in the Cadillac (1995)","Drama","1.00","1","Yes"
"1487","Even Cowgirls Get the Blues (1993)","Comedy,Romance","2.00","5","Yes"
"1488","Germinal (1993)","Drama","3.00","4","Yes"
"1489","Chasers (1994)","Comedy","2.20","5","Yes"
"149","Jude (1996)","Drama","3.00","23","Yes"
"1490","Fausto (1993)","Comedy","3.00","3","Yes"
"1491","Tough and Deadly (1995)","Action,Drama,Thriller","3.00","2","Yes"
"1492","Window to Paris (1994)","Comedy","4.00","1","Yes"
"1493","Modern Affair, A (1995)","Romance","1.00","1","Yes"
"1494","Mostro, Il (1994)","Comedy","1.00","1","Yes"
"1495","Flirt (1995)","Drama","3.60","5","Yes"
"1496","Carpool (1996)","Comedy,Crime","2.80","5","Yes"
"1497","Line King: Al Hirschfeld, The (1996)","Documentary","3.00","2","Yes"
"1498","Farmer & Chase (1995)","Comedy","4.00","1","Yes"
"1499","Grosse Fatigue (1994)","Comedy","3.25","4","Yes"
"15","Mr. Holland's Opus (1995)","Drama","3.78","293","Yes"
"150","Swingers (1996)","Comedy,Drama","3.83","157","Yes"
"1500","Santa with Muscles (1996)","Comedy","5.00","2","Yes"
"1501","Prisoner of the Mountains (Kavkazsky Plennik) (1996)","War","3.00","5","Yes"
"1502","Naked in New York (1994)","Comedy,Romance","1.50","2","Yes"
"1503","Gold Diggers: The Secret of Bear Mountain (1995)","Adventure,Children's","3.10","10","Yes"
"1504","Bewegte Mann, Der (1994)","Comedy","3.67","3","Yes"
"1505","Killer: A Journal of Murder (1995)","Crime,Drama","4.00","1","Yes"
"1506","Nelly & Monsieur Arnaud (1995)","Drama","3.67","3","Yes"
"1507","Three Lives and Only One Death (1996)","Comedy","3.00","1","Yes"
"1508","Babysitter, The (1995)","Drama,Thriller","2.33","3","Yes"
"1509","Getting Even with Dad (1994)","Comedy","1.60","5","Yes"
"151","Willy Wonka and the Chocolate Factory (1971)","Adventure,Children's,Comedy","3.63","326","Yes"
"1510","Mad Dog Time (1996)","Crime","3.00","1","Yes"
"1511","Children of the Revolution (1996)","Comedy","3.20","5","Yes"
"1512","World of Apu, The (Apur Sansar) (1959)","Drama","4.00","6","Yes"
"1513","Sprung (1997)","Comedy","2.00","3","Yes"
"1514","Dream With the Fishes (1997)","Drama","3.14","7","Yes"
"1515","Wings of Courage (1995)","Adventure,Romance","4.00","1","Yes"
"1516","Wedding Gift, The (1994)","Drama","4.00","3","Yes"
"1517","Race the Sun (1996)","Drama","2.80","5","Yes"
"1518","Losing Isaiah (1995)","Drama","3.00","12","Yes"
"1519","New Jersey Drive (1995)","Crime,Drama","3.00","2","Yes"
"152","Sleeper (1973)","Comedy,Sci-Fi","3.63","82","Yes"
"1520","Fear, The (1995)","Horror","3.00","1","Yes"
"1521","Mr. Wonderful (1993)","Comedy,Romance","3.00","4","Yes"
"1522","Trial by Jury (1994)","Thriller","2.43","7","Yes"
"1523","Good Man in Africa, A (1994)","Action,Adventure","3.00","2","Yes"
"1524","Kaspar Hauser (1993)","Drama","4.25","8","Yes"
"1525","Object of My Affection, The (1998)","Comedy,Romance","4.00","1","Yes"
"1526","Witness (1985)","Drama,Romance,Thriller","4.00","1","Yes"
"1527","Senseless (1998)","Comedy","2.43","7","Yes"
"1528","Nowhere (1997)","Drama","2.33","3","Yes"
"1529","Underground (1995)","War","2.80","5","Yes"
"153","Fish Called Wanda, A (1988)","Comedy","3.79","247","Yes"
"1530","Jefferson in Paris (1995)","Drama","2.00","5","Yes"
"1531","Far From Home: The Adventures of Yellow Dog (1995)","Adventure,Children's","3.29","7","Yes"
"1532","Foreign Student (1994)","Drama","2.00","2","Yes"
"1533","I Don't Want to Talk About It (De eso no se habla) (1993)","Drama","4.00","1","Yes"
"1534","Twin Town (1997)","Comedy,Crime","2.17","6","Yes"
"1535","Enfer, L' (1994)","Drama","3.00","4","Yes"
"1536","Aiqing wansui (1994)","Drama","5.00","1","Yes"
"1537","Cosi (1996)","Comedy","4.00","4","Yes"
"1538","All Over Me (1997)","Drama","3.00","3","Yes"
"1539","Being Human (1993)","Drama","1.75","4","Yes"
"154","Monty Python's Life of Brian (1979)","Comedy","3.75","174","Yes"
"1540","Amazing Panda Adventure, The (1995)","Adventure,Children's","2.80","10","Yes"
"1541","Beans of Egypt, Maine, The (1994)","Drama","3.50","2","Yes"
"1542","Scarlet Letter, The (1926)","Drama","3.00","2","Yes"
"1543","Johns (1996)","Drama","3.00","1","Yes"
"1544","It Takes Two (1995)","Comedy","2.67","3","Yes"
"1545","Frankie Starlight (1995)","Drama,Romance","2.50","4","Yes"
"1546","Shadows (Cienie) (1988)","Drama","1.00","1","Yes"
"1547","Show, The (1995)","Documentary","3.00","2","Yes"
"1548","The Courtyard (1995)","Action,Thriller","1.00","1","Yes"
"1549","Dream Man (1995)","Thriller","1.50","2","Yes"
"155","Dirty Dancing (1987)","Musical,Romance","3.10","98","Yes"
"1550","Destiny Turns on the Radio (1995)","Comedy","3.00","2","Yes"
"1551","Glass Shield, The (1994)","Drama","2.00","2","Yes"
"1552","Hunted, The (1995)","Action","2.00","3","Yes"
"1553","Underneath, The (1995)","Mystery,Thriller","2.75","4","Yes"
"1554","Safe Passage (1994)","Drama","3.00","2","Yes"
"1555","Secret Adventures of Tom Thumb, The (1993)","Adventure,Children's","2.60","5","Yes"
"1556","Condition Red (1995)","Action,Drama,Thriller","2.00","2","Yes"
"1557","Yankee Zulu (1994)","Comedy,Drama","1.00","1","Yes"
"1558","Aparajito (1956)","Drama","3.57","7","Yes"
"1559","Hostile Intentions (1994)","Action,Drama,Thriller","1.00","1","Yes"
"156","Reservoir Dogs (1992)","Crime,Thriller","3.99","148","Yes"
"1560","Clean Slate (Coup de Torchon) (1981)","Crime","2.75","4","Yes"
"1561","Tigrero: A Film That Was Never Made (1994)","Documentary,Drama","1.00","1","Yes"
"1562","Eye of Vichy, The (Oeil de Vichy, L') (1993)","Documentary","1.00","1","Yes"
"1563","Promise, The (Versprechen, Das) (1994)","Romance","1.00","1","Yes"
"1564","To Cross the Rubicon (1991)","Drama","1.00","1","Yes"
"1565","Daens (1992)","Drama","1.00","1","Yes"
"1566","Man from Down Under, The (1943)","Drama","1.00","1","Yes"
"1567","Careful (1992)","Comedy","1.00","1","Yes"
"1568","Vermont Is For Lovers (1992)","Comedy,Romance","1.00","1","Yes"
"1569","Vie est belle, La (Life is Rosey) (1987)","Comedy,Drama","1.00","1","Yes"
"157","Platoon (1986)","Drama,War","3.69","127","Yes"
"1570","Quartier Mozart (1992)","Comedy","1.00","1","Yes"
"1571","Touki Bouki (Journey of the Hyena) (1973)","Drama","1.00","1","Yes"
"1572","Wend Kuuni (God's Gift) (1982)","Drama","1.00","1","Yes"
"1573","Spirits of the Dead (Tre passi nel delirio) (1968)","Horror","2.50","2","Yes"
"1574","Pharaoh's Army (1995)","War","1.00","1","Yes"
"1575","I, Worst of All (Yo, la peor de todas) (1990)","Drama","1.00","1","Yes"
"1576","Hungarian Fairy Tale, A (1987)","Fantasy","1.00","1","Yes"
"1577","Death in the Garden (Mort en ce jardin, La) (1956)","Drama","1.00","1","Yes"
"1578","Collectionneuse, La (1967)","Drama","2.00","2","Yes"
"1579","Baton Rouge (1988)","Thriller","1.00","1","Yes"
"158","Weekend at Bernie's (1989)","Comedy","2.62","60","Yes"
"1580","Liebelei (1933)","Romance","1.00","1","Yes"
"1581","Woman in Question, The (1950)","Mystery","1.00","1","Yes"
"1582","T-Men (1947)","Film-Noir","1.00","1","Yes"
"1583","Invitation, The (Zaproszenie) (1986)","Drama","1.00","1","Yes"
"1584","Symphonie pastorale, La (1946)","Drama","1.00","1","Yes"
"1585","American Dream (1990)","Documentary","2.50","2","Yes"
"1586","Lashou shentan (1992)","Action,Crime,Drama","1.00","1","Yes"
"1587","Terror in a Texas Town (1958)","Unknown","1.00","1","Yes"
"1588","Salut cousin! (1996)","Comedy,Drama","2.00","2","Yes"
"1589","Schizopolis (1996)","Comedy","3.00","4","Yes"
"159","Basic Instinct (1992)","Mystery,Thriller","3.23","101","Yes"
"1590","To Have, or Not (1995)","Drama","2.00","2","Yes"
"1591","Duoluo tianshi (1995)","Drama","3.17","6","Yes"
"1592","Magic Hour, The (1998)","Drama","3.60","5","Yes"
"1593","Death in Brunswick (1991)","Comedy","4.00","1","Yes"
"1594","Everest (1998)","Documentary","4.50","2","Yes"
"1595","Shopping (1994)","Action,Thriller","2.00","1","Yes"
"1596","Nemesis 2: Nebula (1995)","Action,Sci-Fi,Thriller","2.00","1","Yes"
"1597","Romper Stomper (1992)","Action,Drama","3.00","5","Yes"
"1598","City of Industry (1997)","Crime,Thriller","2.50","6","Yes"
"1599","Someone Else's America (1995)","Drama","5.00","1","Yes"
"16","French Twist (Gazon maudit) (1995)","Comedy,Romance","3.21","39","Yes"
"160","Glengarry Glen Ross (1992)","Drama","3.46","69","Yes"
"1600","Guantanamera (1994)","Comedy","3.75","4","Yes"
"1601","Office Killer (1997)","Thriller","1.00","1","Yes"
"1602","Price Above Rubies, A (1998)","Drama","3.33","3","Yes"
"1603","Angela (1995)","Drama","3.00","1","Yes"
"1604","He Walked by Night (1948)","Crime,Film-Noir,Thriller","4.00","1","Yes"
"1605","Love Serenade (1996)","Comedy","3.00","4","Yes"
"1606","Deceiver (1997)","Crime","2.00","1","Yes"
"1607","Hurricane Streets (1998)","Drama","3.33","3","Yes"
"1608","Buddy (1997)","Adventure,Children's,Drama","2.25","4","Yes"
"1609","B*A*P*S (1997)","Comedy","1.67","3","Yes"
"161","Top Gun (1986)","Action,Romance","3.48","220","Yes"
"1610","Truth or Consequences, N.M. (1997)","Action,Crime,Romance","2.00","3","Yes"
"1611","Intimate Relations (1996)","Comedy","3.00","2","Yes"
"1612","Leading Man, The (1996)","Romance","3.75","4","Yes"
"1613","Tokyo Fist (1995)","Action,Drama","4.00","1","Yes"
"1614","Reluctant Debutante, The (1958)","Comedy,Drama","3.00","1","Yes"
"1615","Warriors of Virtue (1997)","Action,Adventure,Children's,Fantasy","3.00","10","Yes"
"1616","Desert Winds (1995)","Drama","4.00","1","Yes"
"1617","Hugo Pool (1997)","Romance","3.00","2","Yes"
"1618","King of New York (1990)","Action,Crime","1.00","1","Yes"
"1619","All Things Fair (1996)","Drama","3.00","1","Yes"
"162","On Golden Pond (1981)","Drama","3.56","106","Yes"
"1620","Sixth Man, The (1997)","Comedy","3.22","9","Yes"
"1621","Butterfly Kiss (1995)","Thriller","1.00","1","Yes"
"1622","Paris, France (1993)","Comedy","2.33","3","Yes"
"1623","C�r�monie, La (1995)","Drama","4.00","3","Yes"
"1624","Hush (1998)","Thriller","2.00","1","Yes"
"1625","Nightwatch (1997)","Horror,Thriller","4.00","1","Yes"
"1626","Nobody Loves Me (Keiner liebt mich) (1994)","Comedy,Drama","1.00","1","Yes"
"1627","Wife, The (1995)","Comedy,Drama","3.00","1","Yes"
"1628","Lamerica (1994)","Drama","3.75","4","Yes"
"1629","Nico Icon (1995)","Documentary","4.00","2","Yes"
"163","Return of the Pink Panther, The (1974)","Comedy","3.55","92","Yes"
"1630","Silence of the Palace, The (Saimt el Qusur) (1994)","Drama","3.00","1","Yes"
"1631","Slingshot, The (1993)","Comedy,Drama","3.50","2","Yes"
"1632","Land and Freedom (Tierra y libertad) (1995)","War","3.00","1","Yes"
"1633","� k�ldum klaka (Cold Fever) (1994)","Comedy,Drama","3.00","1","Yes"
"1634","Etz Hadomim Tafus (Under the Domin Tree) (1994)","Drama","2.00","1","Yes"
"1635","Two Friends (1986) ","Drama","3.00","1","Yes"
"1636","Brothers in Trouble (1995)","Drama","4.00","1","Yes"
"1637","Girls Town (1996)","Drama","3.00","1","Yes"
"1638","Normal Life (1996)","Crime,Drama","3.00","1","Yes"
"1639","Bitter Sugar (Azucar Amargo) (1996)","Drama","4.33","3","Yes"
"164","Abyss, The (1989)","Action,Adventure,Sci-Fi,Thriller","3.59","151","Yes"
"1640","Eighth Day, The (1996)","Drama","3.00","1","Yes"
"1641","Dadetown (1995)","Documentary","3.00","1","Yes"
"1642","Some Mother's Son (1996)","Drama","4.50","2","Yes"
"1643","Angel Baby (1995)","Drama","3.75","4","Yes"
"1644","Sudden Manhattan (1996)","Comedy","1.50","2","Yes"
"1645","Butcher Boy, The (1998)","Drama","4.00","1","Yes"
"1646","Men With Guns (1997)","Action,Drama","3.50","2","Yes"
"1647","Hana-bi (1997)","Comedy,Crime,Drama","3.00","1","Yes"
"1648","Niagara, Niagara (1997)","Drama","2.00","1","Yes"
"1649","Big One, The (1997)","Comedy,Documentary","3.00","1","Yes"
"165","Jean de Florette (1986)","Drama","4.11","64","Yes"
"1650","Butcher Boy, The (1998)","Drama","4.00","1","Yes"
"1651","Spanish Prisoner, The (1997)","Drama,Thriller","4.00","1","Yes"
"1652","Temptress Moon (Feng Yue) (1996)","Romance","1.67","3","Yes"
"1653","Entertaining Angels: The Dorothy Day Story (1996)","Drama","5.00","1","Yes"
"1654","Chairman of the Board (1998)","Comedy","1.00","1","Yes"
"1655","Favor, The (1994)","Comedy,Romance","2.00","1","Yes"
"1656","Little City (1998)","Comedy,Romance","3.50","2","Yes"
"1657","Target (1995)","Action,Drama","3.00","1","Yes"
"1658","Substance of Fire, The (1996)","Drama","3.00","3","Yes"
"1659","Getting Away With Murder (1996)","Comedy","1.00","1","Yes"
"166","Manon of the Spring (Manon des sources) (1986)","Drama","4.12","58","Yes"
"1660","Small Faces (1995)","Drama","2.00","1","Yes"
"1661","New Age, The (1994)","Drama","1.00","1","Yes"
"1662","Rough Magic (1995)","Drama,Romance","2.50","2","Yes"
"1663","Nothing Personal (1995)","Drama,War","2.00","1","Yes"
"1664","8 Heads in a Duffel Bag (1997)","Comedy","3.25","4","Yes"
"1665","Brother's Kiss, A (1997)","Drama","2.00","1","Yes"
"1666","Ripe (1996)","Drama","2.00","1","Yes"
"1667","Next Step, The (1995)","Drama","3.00","1","Yes"
"1668","Wedding Bell Blues (1996)","Comedy","3.00","1","Yes"
"1669","MURDER and murder (1996)","Crime,Drama,Mystery","2.00","1","Yes"
"167","Private Benjamin (1980)","Comedy","2.96","67","Yes"
"1670","Tainted (1998)","Comedy,Thriller","3.00","1","Yes"
"1671","Further Gesture, A (1996)","Drama","1.00","1","Yes"
"1672","Kika (1993)","Drama","2.00","2","Yes"
"1673","Mirage (1995)","Action,Thriller","3.00","1","Yes"
"1674","Mamma Roma (1962)","Drama","4.00","1","Yes"
"1675","Sunchaser, The (1996)","Drama","3.00","1","Yes"
"1676","War at Home, The (1996)","Drama","2.00","1","Yes"
"1677","Sweet Nothing (1995)","Drama","3.00","1","Yes"
"1678","Mat' i syn (1997)","Drama","1.00","1","Yes"
"1679","B. Monkey (1998)","Romance,Thriller","3.00","1","Yes"
"168","Monty Python and the Holy Grail (1974)","Comedy","4.07","316","Yes"
"1680","Sliding Doors (1998)","Drama,Romance","2.00","1","Yes"
"1681","You So Crazy (1994)","Comedy","3.00","1","Yes"
"1682","Scream of Stone (Schrei aus Stein) (1991)","Drama","3.00","1","Yes"
"169","Wrong Trousers, The (1993)","Animation,Comedy","4.47","118","Yes"
"17","From Dusk Till Dawn (1996)","Action,Comedy,Crime,Horror,Thriller","3.12","92","Yes"
"170","Cinema Paradiso (1988)","Comedy,Drama,Romance","4.17","121","Yes"
"171","Delicatessen (1991)","Comedy,Sci-Fi","3.88","65","Yes"
"172","Empire Strikes Back, The (1980)","Action,Adventure,Drama,Romance,Sci-Fi,War","4.20","367","Yes"
"173","Princess Bride, The (1987)","Action,Adventure,Comedy,Romance","4.17","324","Yes"
"174","Raiders of the Lost Ark (1981)","Action,Adventure","4.25","420","Yes"
"175","Brazil (1985)","Sci-Fi","3.82","208","Yes"
"176","Aliens (1986)","Action,Sci-Fi,Thriller,War","3.95","284","Yes"
"177","Good, The Bad and The Ugly, The (1966)","Action","3.86","137","Yes"
"178","12 Angry Men (1957)","Drama","4.34","125","Yes"
"179","Clockwork Orange, A (1971)","Sci-Fi","3.91","221","Yes"
"18","White Balloon, The (1995)","Drama","2.80","10","Yes"
"180","Apocalypse Now (1979)","Drama,War","4.05","221","Yes"
"181","Return of the Jedi (1983)","Action,Adventure,Romance,Sci-Fi,War","4.01","507","Yes"
"182","GoodFellas (1990)","Crime,Drama","3.95","226","Yes"
"183","Alien (1979)","Action,Horror,Sci-Fi,Thriller","4.03","291","Yes"
"184","Army of Darkness (1993)","Action,Adventure,Comedy,Horror,Sci-Fi","3.43","116","Yes"
"185","Psycho (1960)","Horror,Romance,Thriller","4.10","239","Yes"
"186","Blues Brothers, The (1980)","Action,Comedy,Musical","3.84","251","Yes"
"187","Godfather: Part II, The (1974)","Action,Crime,Drama","4.19","209","Yes"
"188","Full Metal Jacket (1987)","Action,Drama,War","3.68","170","Yes"
"189","Grand Day Out, A (1992)","Animation,Comedy","4.11","66","Yes"
"19","Antonia's Line (1995)","Drama","3.96","69","Yes"
"190","Henry V (1989)","Drama,War","4.14","124","Yes"
"191","Amadeus (1984)","Drama,Mystery","4.16","276","Yes"
"192","Raging Bull (1980)","Drama","4.12","116","Yes"
"193","Right Stuff, The (1983)","Drama","3.92","157","Yes"
"194","Sting, The (1973)","Comedy,Crime","4.06","241","Yes"
"195","Terminator, The (1984)","Action,Sci-Fi,Thriller","3.93","301","Yes"
"196","Dead Poets Society (1989)","Drama","3.92","251","Yes"
"197","Graduate, The (1967)","Drama,Romance","4.10","239","Yes"
"198","Nikita (La Femme Nikita) (1990)","Thriller","4.01","127","Yes"
"199","Bridge on the River Kwai, The (1957)","Drama,War","4.18","165","Yes"
"2","GoldenEye (1995)","Action,Adventure,Thriller","3.21","131","Yes"
